borrowerage,maritalstatus,householdsize,dependents,region,level,borrowercreditscore,employmentstatus,inflationrate,repaymentplan,collectionefforts,loanamount,remainingamount,interestratechange,lossdefault
31,Single,2,1,South,Degree,551,Employed,16.11,Salary,No Collectioneffort,1760000,1216269.95,1.64,Default
17,Married,3,0,South,Degree,706,Self-employed,18.5,Salary,No Collectioneffort,1760000,299935.22,0.4,Default
33,Married,4,5,North,Degree,626,Employed,14.89,Salary,Calls,2000000,1376517.22,1.94,Default
40,Married,2,1,South,Degree,671,Employed,18.18,Salary,No Collectioneffort,1760000,1733833.23,1.72,Default
29,Divorced,1,1,North,Degree,625,Employed,11.1,Voluntary,Calls,2000000,1881219.23,0.16,No Default
31,Married,1,1,North,Degree,573,Self-employed,19.72,Salary,Calls,1760000,1328111.04,1.52,Default
32,Married,1,3,Central,Degree,666,Employed,17.23,Salary,No Collectioneffort,1760000,400231.45,1.63,No Default
32,Married,1,0,Central,Degree,730,Self-employed,10.52,Voluntary,No Collectioneffort,4000000,3145897.12,1.03,Default
18,Married,2,0,North,Diploma,589,Self-employed,15.71,Salary,Calls,2000000,317865.33,0.97,Default
33,Single,2,1,North,Degree,660,Employed,10.66,Salary,No Collectioneffort,1760000,591193.96,0.34,No Default
27,Single,1,4,Central,Degree,712,Employed,8.17,Voluntary,No Collectioneffort,4000000,3628369.53,0.34,No Default
24,Single,3,0,North,Degree,523,Unemployed,4.92,Voluntary,No Collectioneffort,1760000,920788.45,1.36,Default
36,Single,6,0,North,Degree,599,Employed,5.25,Voluntary,Calls,4000000,3722146.28,1.79,Default
19,Single,5,2,North,Degree,649,Employed,14.01,Voluntary,No Collectioneffort,4000000,2834734.35,0.92,Default
28,Single,2,3,Central,Degree,627,Self-employed,18.43,Voluntary,Calls,4000000,3164355.58,1.16,Default
36,Married,4,1,Central,Degree,617,Employed,16.6,Voluntary,No Collectioneffort,2000000,926990.2,0.57,Default
32,Divorced,5,3,South,Degree,588,Employed,3.17,Salary,Calls,4000000,1821428.11,1.76,Default
30,Married,5,0,South,Degree,653,Employed,10.84,Voluntary,Reminders,1760000,1535434.26,1.42,Default
32,Married,4,1,North,Degree,604,Unemployed,8.29,Voluntary,Reminders,4000000,1173157.17,1.42,Default
37,Single,4,1,North,Degree,586,Employed,7.92,Salary,Reminders,880000,488753.52,1.22,Default
33,Divorced,2,1,North,Degree,589,Self-employed,6.57,Voluntary,No Collectioneffort,880000,205121.39,0.38,No Default
27,Married,1,0,North,Degree,711,Employed,17.1,Salary,Reminders,1760000,818998.78,1.54,Default
33,Single,3,1,North,Degree,609,Self-employed,7.25,Voluntary,No Collectioneffort,4000000,2255051.6,0.8,Default
35,Single,1,0,Central,Degree,673,Self-employed,12.25,Voluntary,No Collectioneffort,880000,369874.54,0.96,Default
38,Single,6,2,Central,Degree,620,Employed,7.14,Voluntary,No Collectioneffort,4000000,1188163.07,0.46,No Default
17,Single,2,2,South,Degree,566,Employed,8.93,Voluntary,No Collectioneffort,4000000,2946844.41,1.49,Default
28,Single,5,1,Central,Degree,610,Employed,6.66,Salary,No Collectioneffort,4000000,3244719.51,1.92,No Default
31,Single,4,1,North,Diploma,620,Employed,13.8,Voluntary,Notices,4000000,695654.42,1.13,No Default
34,Single,2,1,Central,Degree,652,Self-employed,17.13,Voluntary,No Collectioneffort,1760000,1527674.7,1.96,Default
39,Single,1,5,North,Diploma,656,Self-employed,9.42,Salary,No Collectioneffort,880000,176003.55,1.23,No Default
30,Divorced,2,2,Central,Diploma,588,Employed,9.78,Voluntary,No Collectioneffort,4000000,1668086.52,1.57,Default
17,Single,3,2,North,Diploma,717,Employed,9.11,Salary,No Collectioneffort,4000000,2452332.18,0.54,Default
29,Single,4,0,North,Diploma,721,Employed,10.1,Salary,Reminders,1760000,1218935.97,0.13,Default
31,Married,6,0,South,Degree,652,Self-employed,6.31,Salary,No Collectioneffort,4000000,1647147.64,1.37,No Default
23,Married,1,0,South,Degree,665,Employed,8.51,Voluntary,No Collectioneffort,4000000,1960573.15,0.17,No Default
31,Single,2,1,Central,Degree,608,Unemployed,7.35,Voluntary,No Collectioneffort,880000,553053.21,1.19,Default
36,Married,1,2,North,Degree,572,Self-employed,14.08,Salary,No Collectioneffort,880000,635356.07,1.09,Default
26,Single,2,3,Central,Degree,647,Employed,16.37,Salary,Calls,1760000,1488876.89,0.39,No Default
30,Single,4,2,Central,Degree,629,Self-employed,11.22,Voluntary,Notices,1760000,225499.47,1.83,No Default
22,Single,2,4,South,Degree,729,Unemployed,6.83,Salary,No Collectioneffort,880000,145633.91,0.46,No Default
30,Married,3,0,South,Diploma,770,Employed,11.18,Salary,No Collectioneffort,1760000,857467.98,1.32,Default
40,Single,2,4,North,Degree,608,Self-employed,19.77,Voluntary,No Collectioneffort,880000,729206.87,1.89,Default
38,Married,2,2,Central,Diploma,656,Self-employed,18.41,Salary,Calls,880000,685342.6,1.04,Default
28,Single,3,0,South,Degree,692,Self-employed,17.52,Voluntary,Reminders,4000000,3037127.81,0.92,Default
27,Married,3,2,Central,Degree,672,Unemployed,7.46,Voluntary,No Collectioneffort,4000000,2833267.13,1.68,Default
36,Single,2,1,South,Degree,669,Employed,5.32,Salary,No Collectioneffort,880000,202125.79,0.75,No Default
38,Married,3,1,Central,Diploma,714,Self-employed,6.77,Voluntary,Calls,880000,760702.13,1.28,Default
40,Married,2,0,South,Degree,719,Employed,15.35,Voluntary,Notices,1760000,994760.45,0.87,Default
35,Married,3,1,North,Degree,667,Self-employed,17.75,Salary,Calls,2000000,1616290.92,0.31,Default
18,Single,5,0,South,Diploma,761,Unemployed,12.01,Salary,No Collectioneffort,2000000,1571715.07,0.63,Default
38,Married,3,0,Central,Degree,692,Employed,4.11,Salary,Reminders,4000000,1719887.88,1.78,No Default
36,Married,2,3,North,Degree,614,Self-employed,10.52,Salary,No Collectioneffort,4000000,1207592.61,0.71,No Default
17,Single,3,2,North,Degree,699,Employed,10.53,Voluntary,Calls,1760000,640415.96,0.94,No Default
24,Divorced,4,1,Central,Degree,614,Unemployed,5.55,Voluntary,No Collectioneffort,880000,289623.07,1.05,No Default
30,Married,2,1,North,Degree,657,Unemployed,14.37,Voluntary,No Collectioneffort,880000,605908.75,1.0,Default
25,Married,3,4,North,Degree,691,Self-employed,18.34,Voluntary,No Collectioneffort,1760000,758515.14,1.35,Default
18,Single,2,1,North,Degree,618,Unemployed,4.97,Salary,No Collectioneffort,1760000,1340363.95,0.89,Default
39,Married,4,1,North,Degree,689,Employed,19.38,Salary,No Collectioneffort,1760000,302940.32,1.94,No Default
21,Single,2,3,North,Degree,661,Unemployed,8.63,Salary,No Collectioneffort,880000,109949.81,1.02,No Default
39,Married,5,0,Central,Degree,591,Self-employed,12.85,Salary,No Collectioneffort,4000000,1189146.37,1.81,No Default
24,Married,3,2,North,Degree,560,Self-employed,13.9,Voluntary,No Collectioneffort,2000000,1480321.84,1.37,Default
32,Married,2,1,Central,Degree,563,Self-employed,19.67,Salary,No Collectioneffort,1760000,569240.1,0.1,No Default
38,Single,2,1,North,Degree,633,Employed,14.85,Salary,Notices,1760000,740274.28,1.37,No Default
32,Married,2,3,North,Degree,619,Unemployed,19.07,Voluntary,Calls,4000000,580307.58,0.02,Default
29,Single,1,6,Central,Diploma,734,Unemployed,9.7,Voluntary,Calls,1760000,1654372.17,1.35,Default
36,Married,1,3,North,Diploma,640,Self-employed,9.83,Salary,Reminders,1760000,1713115.3,1.69,Default
31,Married,2,0,Central,Degree,617,Employed,18.25,Voluntary,No Collectioneffort,4000000,3955317.91,0.22,Default
17,Married,3,0,South,Degree,659,Employed,5.33,Salary,Calls,4000000,921159.69,1.5,No Default
38,Single,2,1,South,Degree,654,Self-employed,13.35,Salary,Calls,4000000,1507993.56,1.38,No Default
19,Single,1,2,South,Diploma,621,Unemployed,6.07,Voluntary,Reminders,1760000,688207.57,0.79,Default
22,Single,3,1,South,Diploma,651,Employed,9.17,Salary,Notices,1760000,555014.02,0.4,No Default
38,Married,1,4,North,Degree,637,Unemployed,16.99,Voluntary,No Collectioneffort,1760000,218579.62,1.38,Default
30,Single,2,0,North,Degree,625,Employed,16.56,Voluntary,Calls,4000000,2064251.69,0.09,Default
20,Married,1,0,North,Degree,625,Employed,17.99,Salary,No Collectioneffort,1760000,1190045.5,1.19,Default
34,Married,3,0,South,Diploma,676,Employed,16.42,Salary,No Collectioneffort,4000000,3202083.4,1.04,Default
31,Single,1,2,Central,Degree,618,Unemployed,13.05,Voluntary,Calls,1760000,1660271.36,1.75,Default
25,Single,2,1,South,Degree,575,Employed,8.88,Voluntary,Calls,4000000,2557231.9,0.08,No Default
34,Single,3,0,Central,Diploma,643,Unemployed,10.77,Salary,No Collectioneffort,4000000,2018419.15,1.7,Default
19,Single,2,3,Central,Degree,645,Self-employed,6.06,Voluntary,No Collectioneffort,1760000,603431.87,0.68,No Default
26,Married,2,1,Central,Degree,614,Self-employed,10.13,Voluntary,Notices,2000000,241853.05,1.53,No Default
33,Married,2,0,North,Degree,772,Employed,18.63,Salary,No Collectioneffort,1760000,666410.88,0.9,No Default
23,Married,4,0,North,Degree,687,Employed,8.39,Salary,Notices,4000000,2761203.93,0.24,No Default
31,Single,4,5,South,Degree,638,Employed,7.52,Voluntary,Calls,4000000,3997002.04,0.53,Default
17,Divorced,6,5,South,Degree,613,Employed,8.4,Salary,No Collectioneffort,1760000,186859.21,1.48,No Default
27,Single,3,0,North,Degree,584,Unemployed,7.14,Salary,No Collectioneffort,880000,216340.0,1.64,Default
33,Single,3,0,North,Degree,590,Self-employed,16.33,Salary,Reminders,4000000,3097100.74,1.32,Default
21,Married,5,2,Central,Diploma,635,Self-employed,8.19,Voluntary,No Collectioneffort,1760000,429516.46,0.66,Default
23,Married,2,2,North,Diploma,691,Employed,12.53,Voluntary,Reminders,2000000,1031112.37,0.73,Default
35,Single,3,1,Central,Diploma,692,Employed,16.24,Voluntary,Calls,1760000,245153.0,1.56,Default
40,Married,2,2,North,Degree,665,Self-employed,16.57,Voluntary,No Collectioneffort,1760000,189440.93,1.69,No Default
31,Married,3,2,South,Degree,684,Unemployed,14.91,Salary,No Collectioneffort,1760000,1158176.45,0.42,Default
19,Married,1,5,North,Degree,662,Employed,12.71,Voluntary,No Collectioneffort,4000000,3247289.12,1.29,Default
31,Single,4,2,Central,Diploma,679,Employed,16.1,Voluntary,Calls,2000000,653026.78,0.07,No Default
21,Married,6,0,North,Degree,647,Employed,19.74,Voluntary,No Collectioneffort,4000000,3154239.2,1.26,Default
39,Married,1,2,Central,Diploma,613,Employed,6.17,Voluntary,No Collectioneffort,1760000,1572963.87,1.54,No Default
28,Married,4,0,South,Degree,647,Self-employed,9.94,Salary,Calls,1760000,1278196.25,1.41,No Default
36,Married,2,1,North,Degree,619,Self-employed,4.37,Salary,Calls,2000000,957171.02,1.98,No Default
21,Divorced,2,1,Central,Diploma,665,Unemployed,19.97,Salary,No Collectioneffort,1760000,754629.98,1.26,Default
19,Married,3,3,South,Degree,597,Unemployed,5.5,Salary,No Collectioneffort,1760000,1216871.95,1.28,Default
25,Single,1,0,North,Diploma,650,Employed,6.96,Voluntary,Notices,4000000,1286718.58,1.68,No Default
25,Married,3,4,North,Diploma,730,Self-employed,5.18,Salary,No Collectioneffort,1760000,1512609.16,1.61,Default
23,Single,1,2,South,Diploma,751,Employed,10.93,Voluntary,Notices,1760000,1040583.48,1.61,Default
18,Single,3,0,South,Degree,697,Employed,19.89,Voluntary,Notices,4000000,751118.05,0.33,Default
39,Married,3,0,Central,Degree,711,Self-employed,3.38,Voluntary,Notices,4000000,1994113.61,1.89,Default
39,Single,5,0,North,Degree,606,Unemployed,10.33,Voluntary,Notices,880000,278701.65,0.98,Default
37,Married,3,3,North,Degree,621,Employed,15.16,Salary,No Collectioneffort,1760000,228035.69,0.99,No Default
32,Married,1,0,South,Degree,670,Employed,4.16,Salary,Notices,880000,745017.98,1.21,No Default
25,Married,2,0,North,Degree,748,Self-employed,18.1,Salary,No Collectioneffort,1760000,656579.27,1.27,No Default
29,Divorced,5,0,North,Diploma,725,Self-employed,12.35,Salary,No Collectioneffort,4000000,951306.7,0.87,No Default
35,Single,3,2,South,Degree,600,Unemployed,17.64,Salary,Notices,2000000,1951425.72,1.32,Default
36,Married,3,1,North,Diploma,660,Self-employed,10.47,Voluntary,No Collectioneffort,1760000,1531509.33,1.8,Default
33,Married,3,0,South,Degree,694,Unemployed,11.02,Voluntary,No Collectioneffort,1760000,429003.26,1.08,Default
22,Single,2,5,South,Degree,720,Self-employed,5.55,Voluntary,Calls,4000000,958582.11,0.53,No Default
20,Single,3,4,North,Diploma,638,Self-employed,8.67,Salary,No Collectioneffort,1760000,536551.32,1.46,Default
17,Single,4,1,North,Diploma,644,Self-employed,18.31,Salary,Notices,880000,781644.88,0.14,Default
34,Married,1,1,North,Degree,663,Unemployed,19.58,Voluntary,No Collectioneffort,1760000,1530616.98,1.7,Default
35,Married,5,1,South,Degree,593,Employed,15.22,Salary,No Collectioneffort,880000,516030.87,0.62,Default
25,Single,2,3,North,Degree,645,Self-employed,9.21,Salary,Notices,1760000,998118.06,0.01,No Default
29,Married,2,1,South,Degree,682,Self-employed,3.17,Salary,Notices,4000000,3580113.5,0.25,No Default
24,Single,1,1,North,Degree,632,Self-employed,18.47,Voluntary,No Collectioneffort,4000000,615787.25,0.74,No Default
39,Married,3,1,Central,Degree,738,Self-employed,19.64,Voluntary,Calls,4000000,1782523.9,1.89,Default
29,Divorced,2,3,North,Degree,675,Self-employed,16.46,Salary,Calls,1760000,1287175.13,0.2,Default
31,Single,2,2,South,Degree,580,Employed,19.68,Voluntary,Notices,880000,145579.74,0.54,Default
27,Divorced,6,3,Central,Diploma,622,Employed,13.42,Salary,No Collectioneffort,1760000,468651.78,0.48,No Default
28,Married,2,0,South,Degree,553,Self-employed,9.12,Voluntary,No Collectioneffort,880000,122594.9,0.46,No Default
30,Divorced,2,4,South,Degree,641,Self-employed,14.92,Voluntary,No Collectioneffort,2000000,1647328.54,0.19,Default
20,Single,3,3,North,Degree,602,Unemployed,10.27,Salary,Reminders,4000000,1497200.73,0.88,Default
17,Single,1,3,South,Diploma,652,Employed,16.97,Voluntary,Notices,1760000,315428.92,1.02,Default
40,Single,2,0,South,Degree,639,Self-employed,14.21,Salary,Notices,4000000,498565.09,0.68,No Default
20,Married,2,0,Central,Degree,670,Employed,7.49,Salary,Notices,880000,273126.56,1.25,No Default
35,Married,3,6,Central,Degree,720,Employed,7.97,Salary,No Collectioneffort,1760000,1164208.45,0.95,No Default
25,Single,4,5,North,Degree,714,Employed,9.48,Salary,No Collectioneffort,4000000,3487828.2,0.49,No Default
26,Married,2,0,Central,Degree,731,Employed,7.23,Salary,Notices,2000000,269427.82,0.67,No Default
20,Single,3,1,South,Degree,644,Employed,12.42,Salary,Calls,4000000,2529867.73,1.98,Default
36,Single,1,0,Central,Degree,635,Unemployed,5.36,Voluntary,Notices,4000000,3729307.06,0.0,Default
25,Married,2,0,North,Degree,611,Employed,16.3,Voluntary,Notices,4000000,2904040.93,0.38,Default
29,Single,3,0,South,Degree,618,Employed,18.16,Salary,Calls,1760000,1117027.25,0.6,Default
28,Single,1,0,South,Diploma,671,Employed,18.18,Salary,Calls,1760000,563270.76,1.11,No Default
27,Single,3,2,North,Degree,584,Unemployed,8.0,Voluntary,Notices,880000,604329.21,0.27,Default
28,Married,2,0,North,Degree,631,Unemployed,7.28,Voluntary,No Collectioneffort,880000,358313.55,0.47,Default
34,Married,6,6,North,Degree,586,Employed,18.52,Salary,Notices,4000000,3711121.51,1.42,Default
28,Married,3,1,North,Degree,651,Self-employed,15.24,Salary,No Collectioneffort,1760000,1631744.36,0.62,Default
32,Married,2,1,South,Degree,598,Self-employed,17.93,Salary,No Collectioneffort,4000000,3323227.01,0.46,Default
21,Married,1,4,North,Degree,580,Self-employed,4.13,Salary,Reminders,2000000,1456560.15,0.41,Default
36,Single,1,2,Central,Degree,643,Employed,9.38,Salary,No Collectioneffort,4000000,671461.65,0.69,No Default
28,Married,1,0,South,Degree,572,Unemployed,9.02,Salary,No Collectioneffort,880000,808495.19,2.0,Default
37,Married,3,1,Central,Degree,662,Employed,6.04,Salary,No Collectioneffort,1760000,1689220.43,1.0,No Default
27,Married,4,1,South,Degree,624,Employed,17.16,Salary,Notices,4000000,3505824.93,1.97,Default
25,Married,2,3,North,Diploma,655,Self-employed,6.65,Voluntary,No Collectioneffort,4000000,2226586.12,1.97,Default
34,Married,2,2,Central,Degree,556,Self-employed,3.14,Voluntary,Notices,4000000,1139827.4,0.7,No Default
19,Single,2,1,South,Diploma,716,Unemployed,18.49,Salary,Notices,4000000,474663.43,1.86,Default
36,Married,3,1,Central,Degree,591,Self-employed,15.96,Salary,No Collectioneffort,4000000,2935886.09,1.35,Default
33,Single,2,1,South,Degree,739,Self-employed,5.03,Voluntary,No Collectioneffort,4000000,1924570.11,0.57,No Default
30,Married,5,1,Central,Diploma,628,Self-employed,8.32,Voluntary,No Collectioneffort,4000000,1659721.7,0.02,Default
17,Single,3,0,North,Degree,715,Employed,9.51,Salary,Notices,2000000,366929.88,1.97,No Default
33,Single,5,4,South,Diploma,697,Employed,6.3,Salary,No Collectioneffort,4000000,1373049.84,1.14,No Default
24,Married,2,2,North,Degree,627,Self-employed,12.36,Voluntary,No Collectioneffort,4000000,3513015.46,0.5,No Default
21,Single,3,1,Central,Degree,684,Unemployed,17.96,Voluntary,Calls,4000000,1671046.04,1.35,Default
21,Married,3,2,Central,Diploma,634,Unemployed,10.88,Salary,No Collectioneffort,880000,398998.05,0.18,Default
25,Married,3,0,South,Degree,638,Self-employed,4.22,Salary,Calls,2000000,1330959.69,0.09,No Default
19,Married,1,1,Central,Degree,687,Unemployed,19.78,Salary,Calls,1760000,1200283.16,1.99,Default
35,Single,6,2,North,Degree,572,Employed,8.51,Voluntary,No Collectioneffort,1760000,341726.99,0.64,No Default
39,Single,5,1,Central,Degree,620,Employed,3.61,Voluntary,No Collectioneffort,4000000,3592826.24,0.02,No Default
25,Single,1,1,Central,Diploma,672,Unemployed,15.36,Salary,No Collectioneffort,4000000,2449897.56,1.21,Default
38,Married,3,1,South,Degree,695,Employed,7.86,Voluntary,Notices,1760000,547767.02,0.89,No Default
34,Married,2,3,North,Degree,658,Self-employed,16.63,Salary,Calls,4000000,1370762.88,0.57,No Default
32,Married,4,3,Central,Degree,616,Employed,3.53,Voluntary,No Collectioneffort,1760000,1474858.06,0.38,No Default
17,Divorced,3,3,Central,Degree,673,Self-employed,4.32,Voluntary,No Collectioneffort,2000000,1121735.59,0.06,No Default
18,Married,2,0,South,Degree,633,Employed,5.33,Salary,Notices,4000000,846697.3,0.23,No Default
30,Divorced,1,2,South,Degree,760,Employed,7.57,Voluntary,No Collectioneffort,880000,799767.01,0.78,No Default
30,Single,2,3,Central,Diploma,659,Employed,5.39,Voluntary,Notices,4000000,3796431.77,1.9,No Default
17,Single,1,2,South,Diploma,567,Unemployed,9.56,Salary,No Collectioneffort,4000000,2938823.61,0.07,Default
32,Single,1,3,North,Diploma,625,Employed,17.49,Salary,No Collectioneffort,880000,708716.05,0.29,Default
31,Single,3,4,South,Degree,605,Unemployed,6.21,Voluntary,Notices,880000,175193.49,1.67,Default
31,Married,3,0,South,Degree,580,Unemployed,8.41,Salary,No Collectioneffort,4000000,2927267.58,1.82,Default
28,Married,3,1,South,Degree,590,Unemployed,10.3,Voluntary,Calls,1760000,1159343.31,0.38,Default
32,Married,3,2,South,Degree,641,Self-employed,14.82,Salary,No Collectioneffort,1760000,1303688.5,0.27,No Default
30,Married,2,0,North,Degree,608,Employed,14.95,Voluntary,No Collectioneffort,1760000,1514497.22,0.07,No Default
40,Divorced,2,5,North,Degree,663,Self-employed,11.0,Salary,No Collectioneffort,4000000,2995532.69,0.46,No Default
31,Married,3,0,North,Degree,663,Employed,14.14,Salary,Notices,2000000,1991574.63,1.69,No Default
39,Single,2,1,North,Degree,638,Self-employed,6.49,Voluntary,No Collectioneffort,1760000,589433.99,0.98,No Default
31,Single,2,6,North,Degree,648,Employed,14.09,Salary,No Collectioneffort,2000000,387266.54,0.36,No Default
35,Single,2,0,North,Diploma,740,Self-employed,10.58,Voluntary,No Collectioneffort,2000000,1479271.24,0.06,Default
24,Single,3,1,North,Diploma,725,Employed,17.38,Salary,Calls,4000000,3806956.78,1.7,Default
18,Married,4,1,South,Degree,659,Employed,3.49,Voluntary,No Collectioneffort,4000000,3299914.04,1.58,Default
18,Married,3,3,Central,Diploma,659,Unemployed,17.86,Salary,No Collectioneffort,2000000,1808633.1,0.13,Default
26,Single,1,1,South,Diploma,675,Employed,3.29,Salary,Notices,880000,395130.15,1.55,No Default
19,Married,4,0,South,Diploma,669,Self-employed,13.7,Voluntary,Calls,2000000,597832.29,1.48,Default
39,Married,1,5,North,Degree,670,Employed,15.32,Voluntary,No Collectioneffort,4000000,1782431.73,1.97,Default
33,Single,3,1,North,Degree,571,Unemployed,10.55,Salary,No Collectioneffort,1760000,1288011.03,0.17,Default
24,Single,2,2,North,Degree,652,Employed,9.76,Salary,No Collectioneffort,4000000,1526793.03,0.5,No Default
39,Married,5,0,Central,Degree,687,Employed,3.11,Salary,Notices,880000,257331.46,1.22,No Default
20,Married,3,0,Central,Degree,639,Unemployed,4.84,Voluntary,No Collectioneffort,1760000,1379431.27,0.54,Default
30,Single,3,3,North,Degree,606,Unemployed,19.47,Salary,Calls,4000000,731526.4,0.16,Default
37,Single,3,0,North,Degree,644,Self-employed,10.6,Voluntary,Notices,4000000,3986749.31,1.22,Default
26,Single,3,1,Central,Degree,653,Self-employed,6.04,Voluntary,Reminders,2000000,1257208.56,1.29,Default
17,Single,1,3,North,Degree,580,Unemployed,19.11,Voluntary,Notices,2000000,1701727.43,1.76,Default
20,Married,3,1,North,Degree,622,Employed,6.27,Voluntary,No Collectioneffort,4000000,1348622.72,0.35,No Default
17,Single,3,2,North,Degree,685,Self-employed,12.71,Salary,No Collectioneffort,4000000,1176679.74,0.62,No Default
33,Single,3,0,Central,Degree,669,Unemployed,7.4,Salary,No Collectioneffort,4000000,2590451.71,1.09,Default
33,Single,1,2,North,Degree,664,Self-employed,9.64,Voluntary,No Collectioneffort,2000000,464479.97,1.86,No Default
23,Married,1,0,North,Degree,726,Employed,10.47,Salary,No Collectioneffort,2000000,1883162.07,1.06,No Default
39,Single,3,3,Central,Degree,657,Employed,7.09,Salary,No Collectioneffort,4000000,3323456.27,1.31,No Default
36,Single,3,2,South,Degree,657,Employed,3.57,Salary,Notices,880000,454789.79,1.85,No Default
31,Married,2,2,South,Degree,708,Unemployed,14.89,Salary,No Collectioneffort,4000000,1481353.53,0.86,No Default
29,Married,2,0,Central,Degree,649,Self-employed,11.29,Salary,No Collectioneffort,4000000,458345.53,1.37,No Default
18,Single,3,1,South,Degree,674,Employed,16.55,Voluntary,No Collectioneffort,2000000,659300.67,0.09,Default
35,Single,1,3,South,Diploma,559,Self-employed,17.11,Voluntary,No Collectioneffort,4000000,3369448.39,0.22,Default
40,Married,2,4,South,Degree,675,Self-employed,8.01,Voluntary,No Collectioneffort,4000000,3198643.83,0.76,Default
29,Divorced,3,0,South,Degree,632,Unemployed,4.27,Salary,No Collectioneffort,1760000,1154860.25,1.61,Default
40,Single,2,3,North,Diploma,645,Employed,19.42,Voluntary,Reminders,1760000,176032.85,1.63,Default
27,Single,4,0,South,Degree,724,Self-employed,18.79,Voluntary,No Collectioneffort,1760000,494503.66,0.11,No Default
38,Single,1,1,Central,Degree,668,Employed,8.54,Salary,Calls,4000000,3747528.42,0.24,No Default
31,Married,4,5,North,Degree,670,Self-employed,11.65,Salary,Reminders,880000,161272.08,0.72,No Default
26,Married,3,5,South,Degree,625,Self-employed,15.36,Voluntary,Calls,880000,390396.92,0.42,Default
25,Married,2,0,Central,Degree,640,Unemployed,18.13,Voluntary,No Collectioneffort,4000000,624484.49,0.29,Default
25,Married,5,0,Central,Degree,718,Employed,8.03,Salary,No Collectioneffort,880000,725872.62,0.11,No Default
36,Divorced,3,0,Central,Degree,671,Unemployed,5.0,Salary,Calls,1760000,277405.49,1.05,No Default
17,Married,5,1,North,Diploma,733,Self-employed,10.47,Voluntary,Notices,4000000,2050622.53,1.97,Default
33,Married,3,0,South,Degree,606,Unemployed,11.93,Voluntary,No Collectioneffort,4000000,584513.29,0.31,No Default
28,Married,3,1,South,Diploma,574,Unemployed,3.69,Voluntary,Notices,4000000,1706144.87,0.63,Default
26,Single,3,0,North,Degree,638,Self-employed,17.82,Voluntary,Notices,4000000,3520181.24,0.14,Default
21,Married,1,0,North,Degree,698,Unemployed,8.88,Salary,No Collectioneffort,4000000,609379.35,1.34,No Default
34,Married,5,4,Central,Diploma,662,Self-employed,5.41,Salary,Calls,4000000,3576218.97,0.59,Default
31,Married,3,1,North,Degree,587,Employed,6.16,Voluntary,Notices,1760000,417681.66,1.78,No Default
22,Single,3,0,Central,Diploma,625,Employed,17.25,Voluntary,No Collectioneffort,2000000,1324104.17,0.29,Default
23,Married,5,2,South,Degree,680,Unemployed,3.48,Voluntary,No Collectioneffort,4000000,3187217.23,0.6,Default
33,Married,6,5,South,Diploma,698,Employed,5.57,Salary,Calls,4000000,1456581.9,0.53,No Default
22,Married,2,1,Central,Diploma,614,Self-employed,15.03,Salary,No Collectioneffort,4000000,521984.94,0.21,Default
24,Single,3,2,South,Degree,715,Unemployed,5.66,Salary,Calls,1760000,1619141.1,1.59,Default
28,Married,3,4,Central,Diploma,684,Self-employed,11.97,Salary,Calls,4000000,827824.22,1.41,No Default
37,Single,3,1,Central,Degree,615,Self-employed,7.65,Salary,No Collectioneffort,4000000,868109.59,1.01,No Default
30,Married,6,2,North,Degree,742,Self-employed,6.09,Salary,Notices,1760000,1439638.99,0.97,No Default
28,Married,4,1,South,Degree,623,Employed,3.99,Voluntary,Notices,4000000,1409394.76,0.87,No Default
39,Single,3,5,South,Degree,632,Self-employed,8.8,Voluntary,Notices,4000000,2168212.23,1.89,Default
26,Single,2,1,North,Degree,692,Employed,9.12,Voluntary,No Collectioneffort,880000,283783.79,1.54,No Default
38,Married,3,4,North,Degree,636,Employed,9.46,Voluntary,Calls,2000000,1548349.55,1.89,Default
36,Single,3,1,North,Degree,726,Unemployed,16.29,Salary,Reminders,4000000,2702721.44,0.19,Default
31,Divorced,2,2,South,Degree,706,Employed,17.06,Salary,No Collectioneffort,1760000,1191355.44,0.26,No Default
23,Married,3,1,South,Degree,670,Employed,9.14,Voluntary,Notices,4000000,1713691.9,1.04,No Default
25,Single,2,4,Central,Diploma,691,Unemployed,12.0,Salary,Notices,1760000,1074319.24,1.05,Default
26,Married,3,2,North,Degree,625,Unemployed,3.45,Voluntary,No Collectioneffort,1760000,280330.21,0.17,No Default
26,Single,3,0,Central,Degree,632,Self-employed,11.39,Voluntary,Calls,4000000,1207757.11,0.44,No Default
32,Married,1,0,South,Degree,581,Unemployed,19.47,Voluntary,Calls,4000000,1824648.21,1.34,Default
23,Single,4,2,North,Degree,668,Unemployed,18.08,Salary,No Collectioneffort,880000,457058.05,1.21,Default
21,Divorced,1,0,Central,Degree,758,Employed,4.23,Voluntary,No Collectioneffort,1760000,1413504.45,1.15,No Default
39,Married,3,2,South,Degree,620,Self-employed,9.97,Voluntary,No Collectioneffort,1760000,1107656.56,1.12,Default
19,Married,3,1,Central,Degree,555,Self-employed,13.11,Voluntary,Calls,2000000,1408999.94,1.67,Default
34,Single,4,1,North,Degree,686,Employed,9.49,Voluntary,Reminders,880000,193761.93,1.46,No Default
27,Single,4,0,Central,Diploma,666,Employed,13.72,Salary,Reminders,2000000,1800522.99,0.89,Default
31,Married,2,0,South,Degree,677,Employed,7.82,Voluntary,No Collectioneffort,2000000,764486.79,1.56,No Default
